max_population,selection_strategy,num_of_crossovers_per_generation,mutation_probability,problem_difficulty,runs,average_time(success),success_rate
6,simple_sort,1,0.6,hard,50,0.7283251632651794,98.0
6,simple_sort,1,0.7,easy,50,0.09179371428570225,98.0
6,simple_sort,1,0.7,hard,50,1.0600563999999577,100.0
6,simple_sort,1,0.8,easy,50,0.14058628000006138,100.0
6,simple_sort,1,0.8,hard,50,2.8015673541666124,96.0
6,simple_sort,2,0.01,easy,50,0.6520000000001736,56.00000000000001
6,simple_sort,2,0.01,hard,50,0.6229487500004325,16.0
6,simple_sort,2,0.05,easy,50,0.21638681249957395,96.0
6,simple_sort,2,0.05,hard,50,1.0429339687501624,64.0
6,simple_sort,2,0.1,easy,50,0.15037710204074867,98.0
6,simple_sort,2,0.1,hard,50,1.2317705833334003,48.0
6,simple_sort,2,0.2,easy,50,0.041577740000066116,100.0
6,simple_sort,2,0.2,hard,50,1.4305658695654488,92.0
6,simple_sort,2,0.3,easy,50,0.049223799999963375,100.0
6,simple_sort,2,0.3,hard,50,0.988945816326438,98.0
6,simple_sort,2,0.4,easy,50,0.0283452600002056,100.0
6,simple_sort,2,0.4,hard,50,0.3192406199996913,100.0
6,simple_sort,2,0.5,easy,50,0.03107820000019274,100.0
6,simple_sort,2,0.5,hard,50,0.22402262000032352,100.0
6,simple_sort,2,0.6,easy,50,0.02858572000011918,100.0
6,simple_sort,2,0.6,hard,50,0.16782793999969725,100.0
6,simple_sort,2,0.7,easy,50,0.03162127999989025,100.0
6,simple_sort,2,0.7,hard,50,0.20189105999976165,100.0
6,simple_sort,2,0.8,easy,50,0.04728030000034778,100.0
6,simple_sort,2,0.8,hard,50,0.20384084000019356,100.0
6,simple_sort,3,0.01,easy,50,0.6590489629626164,54.0
6,simple_sort,3,0.01,hard,50,0.5764127272734847,22.0
6,simple_sort,3,0.05,easy,50,0.580062953487995,86.0
6,simple_sort,3,0.05,hard,50,1.0622858823533212,68.0
6,simple_sort,3,0.1,easy,50,0.14081994000007397,100.0
6,simple_sort,3,0.1,hard,50,0.7105005999999412,50.0
6,simple_sort,3,0.2,easy,50,0.06281761224484084,98.0
6,simple_sort,3,0.2,hard,50,1.6445396176473235,68.0
6,simple_sort,3,0.3,easy,50,0.041339900000020864,100.0
6,simple_sort,3,0.3,hard,50,0.9885683799999242,100.0
6,simple_sort,3,0.4,easy,50,0.037194740000049936,100.0
6,simple_sort,3,0.4,hard,50,0.5336453469384911,98.0
6,simple_sort,3,0.5,easy,50,0.030173959999956423,100.0
6,simple_sort,3,0.5,hard,50,0.33240961224465554,98.0
6,simple_sort,3,0.6,easy,50,0.031234100000292527,100.0
6,simple_sort,3,0.6,hard,50,0.2771041199994943,100.0
6,simple_sort,3,0.7,easy,50,0.02360326530596263,98.0
6,simple_sort,3,0.7,hard,50,0.13500124000005598,100.0
6,simple_sort,3,0.8,easy,50,0.030612200000032317,100.0
6,simple_sort,3,0.8,hard,50,0.1709565399998246,100.0
7,fitness_proportionate_selection,1,0.01,easy,50,0.49358190000013563,100.0
7,fitness_proportionate_selection,1,0.01,hard,50,2.554893461538319,78.0
7,fitness_proportionate_selection,1,0.05,easy,50,0.20892432000022382,100.0
7,fitness_proportionate_selection,1,0.05,hard,50,3.2679947551024475,98.0
7,fitness_proportionate_selection,1,0.1,easy,50,0.1117779200001678,100.0
7,fitness_proportionate_selection,1,0.1,hard,50,1.121284580000065,100.0
7,fitness_proportionate_selection,1,0.2,easy,50,0.11541005999970366,100.0
7,fitness_proportionate_selection,1,0.2,hard,50,0.5969676600001549,100.0
7,fitness_proportionate_selection,1,0.3,easy,50,0.13329962000003434,100.0
7,fitness_proportionate_selection,1,0.3,hard,50,0.5387439800001448,100.0
7,fitness_proportionate_selection,1,0.4,easy,50,0.10430596000020159,100.0
7,fitness_proportionate_selection,1,0.4,hard,50,1.813352000000232,100.0
7,fitness_proportionate_selection,1,0.5,easy,50,0.12213496000025771,100.0
7,fitness_proportionate_selection,1,0.5,hard,50,2.4563095600000815,100.0
7,fitness_proportionate_selection,1,0.6,easy,50,0.20194403999987118,100.0
7,fitness_proportionate_selection,1,0.6,hard,50,3.710302319999901,100.0
7,fitness_proportionate_selection,1,0.7,easy,50,0.21460193999992044,100.0
7,fitness_proportionate_selection,1,0.7,hard,50,5.257074500000033,76.0
7,fitness_proportionate_selection,1,0.8,easy,50,0.3422496799998044,100.0
7,fitness_proportionate_selection,1,0.8,hard,50,5.329888416666815,72.0
7,fitness_proportionate_selection,2,0.01,easy,50,0.5329931200001738,100.0
7,fitness_proportionate_selection,2,0.01,hard,50,2.4659600434782116,46.0
7,fitness_proportionate_selection,2,0.05,easy,50,0.20390090000037162,100.0
7,fitness_proportionate_selection,2,0.05,hard,50,3.0035727826085035,92.0
7,fitness_proportionate_selection,2,0.1,easy,50,0.11557679999998072,100.0
7,fitness_proportionate_selection,2,0.1,hard,50,1.0658655800003907,100.0
7,fitness_proportionate_selection,2,0.2,easy,50,0.07873411999978998,100.0
7,fitness_proportionate_selection,2,0.2,hard,50,0.4880583000001934,100.0
7,fitness_proportionate_selection,2,0.3,easy,50,0.05825109999990673,100.0
7,fitness_proportionate_selection,2,0.3,hard,50,0.3480815800001437,100.0
7,fitness_proportionate_selection,2,0.4,easy,50,0.07649581999969086,100.0
7,fitness_proportionate_selection,2,0.4,hard,50,0.38182893999946826,100.0
7,fitness_proportionate_selection,2,0.5,easy,50,0.07791393999963475,100.0
7,fitness_proportionate_selection,2,0.5,hard,50,0.3961669799998344,100.0
7,fitness_proportionate_selection,2,0.6,easy,50,0.08051225999995949,100.0
7,fitness_proportionate_selection,2,0.6,hard,50,0.6304060800001026,100.0
7,fitness_proportionate_selection,2,0.7,easy,50,0.12542086000008568,100.0
7,fitness_proportionate_selection,2,0.7,hard,50,1.3011229400003503,100.0
7,fitness_proportionate_selection,2,0.8,easy,50,0.10047469999997702,100.0
7,fitness_proportionate_selection,2,0.8,hard,50,2.4690250800002103,100.0
7,fitness_proportionate_selection,3,0.01,easy,50,0.4865914600001997,100.0
7,fitness_proportionate_selection,3,0.01,hard,50,2.8835915238090646,42.0
7,fitness_proportionate_selection,3,0.05,easy,50,0.19558582000005117,100.0
7,fitness_proportionate_selection,3,0.05,hard,50,3.765766857142845,98.0
7,fitness_proportionate_selection,3,0.1,easy,50,0.1319573799998034,100.0
7,fitness_proportionate_selection,3,0.1,hard,50,1.9704797000002872,100.0
7,fitness_proportionate_selection,3,0.2,easy,50,0.07226231999993615,100.0
7,fitness_proportionate_selection,3,0.2,hard,50,0.4943000000000029,100.0
7,fitness_proportionate_selection,3,0.3,easy,50,0.04474447999986296,100.0
7,fitness_proportionate_selection,3,0.3,hard,50,0.32015217999993184,100.0
7,fitness_proportionate_selection,3,0.4,easy,50,0.05586222000005364,100.0
7,fitness_proportionate_selection,3,0.4,hard,50,0.3194589999994787,100.0
7,fitness_proportionate_selection,3,0.5,easy,50,0.051789200000202984,100.0
7,fitness_proportionate_selection,3,0.5,hard,50,0.2606281999999919,100.0
7,fitness_proportionate_selection,3,0.6,easy,50,0.05168651999985741,100.0
7,fitness_proportionate_selection,3,0.6,hard,50,0.2633482400000503,100.0
7,fitness_proportionate_selection,3,0.7,easy,50,0.058203620000422236,100.0
7,fitness_proportionate_selection,3,0.7,hard,50,0.4567434200002026,100.0
7,fitness_proportionate_selection,3,0.8,easy,50,0.0804861400003574,100.0
7,fitness_proportionate_selection,3,0.8,hard,50,0.5656629399999656,100.0
7,fitness_proportionate_selection,4,0.01,easy,50,0.35064234000019495,100.0
7,fitness_proportionate_selection,4,0.01,hard,50,2.4694836764705115,68.0
7,fitness_proportionate_selection,4,0.05,easy,50,0.36176697999995666,100.0
7,fitness_proportionate_selection,4,0.05,hard,50,3.513550820513326,78.0
7,fitness_proportionate_selection,4,0.1,easy,50,0.1131467200001498,100.0
7,fitness_proportionate_selection,4,0.1,hard,50,1.3616047000005347,100.0
7,fitness_proportionate_selection,4,0.2,easy,50,0.08743399999999384,100.0
7,fitness_proportionate_selection,4,0.2,hard,50,0.8457884400001058,100.0
7,fitness_proportionate_selection,4,0.3,easy,50,0.05060794000004534,100.0
7,fitness_proportionate_selection,4,0.3,hard,50,0.42470270000005256,100.0
7,fitness_proportionate_selection,4,0.4,easy,50,0.05157618000012008,100.0
7,fitness_proportionate_selection,4,0.4,hard,50,0.2658500799998728,100.0
7,fitness_proportionate_selection,4,0.5,easy,50,0.037551519999760787,100.0
7,fitness_proportionate_selection,4,0.5,hard,50,0.29772217999998246,100.0
7,fitness_proportionate_selection,4,0.6,easy,50,0.041843160000353236,100.0
7,fitness_proportionate_selection,4,0.6,hard,50,0.35847876000028916,100.0
7,fitness_proportionate_selection,4,0.7,easy,50,0.07295022000027529,100.0
7,fitness_proportionate_selection,4,0.7,hard,50,0.31558654000000386,100.0
7,fitness_proportionate_selection,4,0.8,easy,50,0.06031633999948099,100.0
7,fitness_proportionate_selection,4,0.8,hard,50,0.4424373799999012,100.0
7,simple_sort,1,0.01,easy,50,0.48601891891873517,74.0
7,simple_sort,1,0.01,hard,50,1.21252914285755,14.000000000000002
7,simple_sort,1,0.05,easy,50,0.2353307199997653,100.0
7,simple_sort,1,0.05,hard,50,1.0725283333329705,54.0
7,simple_sort,1,0.1,easy,50,0.07540399999998045,100.0
7,simple_sort,1,0.1,hard,50,1.0464052702701412,74.0
7,simple_sort,1,0.2,easy,50,0.05659123999997973,100.0
7,simple_sort,1,0.2,hard,50,1.182012795918275,98.0
7,simple_sort,1,0.3,easy,50,0.04516887999976461,100.0
7,simple_sort,1,0.3,hard,50,0.29657884000014745,100.0
7,simple_sort,1,0.4,easy,50,0.03738973999999871,100.0
7,simple_sort,1,0.4,hard,50,0.24747939999986557,100.0
7,simple_sort,1,0.5,easy,50,0.05413165999962075,100.0
7,simple_sort,1,0.5,hard,50,0.40786714000008945,100.0
7,simple_sort,1,0.6,easy,50,0.07844222000006994,100.0
7,simple_sort,1,0.6,hard,50,0.7931579199995759,100.0
7,simple_sort,1,0.7,easy,50,0.10543934000023,100.0
7,simple_sort,1,0.7,hard,50,1.4964855200003513,100.0
7,simple_sort,1,0.8,easy,50,0.16633914000005462,100.0
7,simple_sort,1,0.8,hard,50,3.414747108695693,92.0
7,simple_sort,2,0.01,easy,50,0.605717102563899,78.0
7,simple_sort,2,0.01,hard,50,0.6909534999999778,32.0
7,simple_sort,2,0.05,easy,50,0.24991151063798672,94.0
7,simple_sort,2,0.05,hard,50,2.3653812941175762,68.0
7,simple_sort,2,0.1,easy,50,0.12921685999986948,100.0
7,simple_sort,2,0.1,hard,50,3.252581130435156,46.0
7,simple_sort,2,0.2,easy,50,0.04421560000009776,100.0
7,simple_sort,2,0.2,hard,50,2.201705659091121,88.0
7,simple_sort,2,0.3,easy,50,0.05684889999974985,100.0
7,simple_sort,2,0.3,hard,50,1.1425199600003544,100.0
7,simple_sort,2,0.4,easy,50,0.04525890000011714,100.0
7,simple_sort,2,0.4,hard,50,0.34274741999986874,100.0
7,simple_sort,2,0.5,easy,50,0.03306996000021172,100.0
7,simple_sort,2,0.5,hard,50,0.20671668000031787,100.0
7,simple_sort,2,0.6,easy,50,0.031284180000075136,100.0
7,simple_sort,2,0.6,hard,50,0.1568384600000718,100.0
7,simple_sort,2,0.7,easy,50,0.03285116000020935,100.0
7,simple_sort,2,0.7,hard,50,0.21678628000016034,100.0
7,simple_sort,2,0.8,easy,50,0.05479172000006656,100.0
7,simple_sort,2,0.8,hard,50,0.2757816600003571,100.0
7,simple_sort,3,0.01,easy,50,0.9293676428572196,56.00000000000001
7,simple_sort,3,0.01,hard,50,0.6128509285710086,28.000000000000004
7,simple_sort,3,0.05,easy,50,0.6930270800001744,100.0
7,simple_sort,3,0.05,hard,50,2.1621878636362286,44.0
7,simple_sort,3,0.1,easy,50,0.13780806122437697,98.0
7,simple_sort,3,0.1,hard,50,1.061340947368176,76.0
7,simple_sort,3,0.2,easy,50,0.06225091999978758,100.0
7,simple_sort,3,0.2,hard,50,0.997306380952328,84.0
7,simple_sort,3,0.3,easy,50,0.06100592000002507,100.0
7,simple_sort,3,0.3,hard,50,1.1144895531911931,94.0
7,simple_sort,3,0.4,easy,50,0.03956685999954061,100.0
7,simple_sort,3,0.4,hard,50,0.723249060000162,100.0
7,simple_sort,3,0.5,easy,50,0.031022159999920404,100.0
7,simple_sort,3,0.5,hard,50,0.2780245399999694,100.0
7,simple_sort,3,0.6,easy,50,0.030101340000037453,100.0
7,simple_sort,3,0.6,hard,50,0.2637479800001165,100.0
7,simple_sort,3,0.7,easy,50,0.02321989999982179,100.0
7,simple_sort,3,0.7,hard,50,0.13914994000006117,100.0
7,simple_sort,3,0.8,easy,50,0.028471459999927902,100.0
7,simple_sort,3,0.8,hard,50,0.17407006000030378,100.0
7,simple_sort,4,0.01,easy,50,0.4934075000003629,56.00000000000001
7,simple_sort,4,0.01,hard,50,0.29330842857208544,28.000000000000004
7,simple_sort,4,0.05,easy,50,0.6935511249997338,96.0
7,simple_sort,4,0.05,hard,50,2.0717674848485994,66.0
7,simple_sort,4,0.1,easy,50,0.3298196999997163,100.0
7,simple_sort,4,0.1,hard,50,1.5875654137933704,57.99999999999999
7,simple_sort,4,0.2,easy,50,0.07178581999993185,100.0
7,simple_sort,4,0.2,hard,50,1.5338334193544259,62.0
7,simple_sort,4,0.3,easy,50,0.051966244898387824,98.0
7,simple_sort,4,0.3,hard,50,0.6517083777776861,90.0
7,simple_sort,4,0.4,easy,50,0.037635319999826604,100.0
7,simple_sort,4,0.4,hard,50,3.1567798297870238,94.0
7,simple_sort,4,0.5,easy,50,0.02898840816339302,98.0
7,simple_sort,4,0.5,hard,50,0.4397003199997562,100.0
7,simple_sort,4,0.6,easy,50,0.029993199999953504,100.0
7,simple_sort,4,0.6,hard,50,0.6597831600000791,100.0
7,simple_sort,4,0.7,easy,50,0.024905959999741753,100.0
7,simple_sort,4,0.7,hard,50,0.26318598000005294,100.0
7,simple_sort,4,0.8,easy,50,0.01782313999981852,100.0
7,simple_sort,4,0.8,hard,50,0.17237851999983833,100.0
8,fitness_proportionate_selection,1,0.01,easy,50,0.520628540000107,100.0
8,fitness_proportionate_selection,1,0.01,hard,50,2.3470481627907227,86.0
8,fitness_proportionate_selection,1,0.05,easy,50,0.23765922000013234,100.0
8,fitness_proportionate_selection,1,0.05,hard,50,2.570248022222788,90.0
8,fitness_proportionate_selection,1,0.1,easy,50,0.2508007599999837,100.0
8,fitness_proportionate_selection,1,0.1,hard,50,1.403005699999776,100.0
8,fitness_proportionate_selection,1,0.2,easy,50,0.09061541999995824,100.0
8,fitness_proportionate_selection,1,0.2,hard,50,0.6993924200000765,100.0
8,fitness_proportionate_selection,1,0.3,easy,50,0.12277052000041294,100.0
8,fitness_proportionate_selection,1,0.3,hard,50,0.8206743199996709,100.0
8,fitness_proportionate_selection,1,0.4,easy,50,0.17455657999991672,100.0
8,fitness_proportionate_selection,1,0.4,hard,50,1.6551998400000594,100.0
8,fitness_proportionate_selection,1,0.5,easy,50,0.21132492000040656,100.0
8,fitness_proportionate_selection,1,0.5,hard,50,3.0291255918366042,98.0
8,fitness_proportionate_selection,1,0.6,easy,50,0.2466398199998366,100.0
8,fitness_proportionate_selection,1,0.6,hard,50,5.897605021276367,94.0
8,fitness_proportionate_selection,1,0.7,easy,50,0.37214134000059856,100.0
8,fitness_proportionate_selection,1,0.7,hard,50,6.944310952381004,84.0
8,fitness_proportionate_selection,1,0.8,easy,50,0.4310039200000028,100.0
8,fitness_proportionate_selection,1,0.8,hard,50,6.045427055555289,72.0
8,fitness_proportionate_selection,2,0.01,easy,50,0.7080520000006072,100.0
8,fitness_proportionate_selection,2,0.01,hard,50,2.6382422380950934,84.0
8,fitness_proportionate_selection,2,0.05,easy,50,0.2300644800002192,100.0
8,fitness_proportionate_selection,2,0.05,hard,50,2.4877819487174304,78.0
8,fitness_proportionate_selection,2,0.1,easy,50,0.10538521999995282,100.0
8,fitness_proportionate_selection,2,0.1,hard,50,2.117907479999994,100.0
8,fitness_proportionate_selection,2,0.2,easy,50,0.07966756000023452,100.0
8,fitness_proportionate_selection,2,0.2,hard,50,0.5825344400000904,100.0
8,fitness_proportionate_selection,2,0.3,easy,50,0.08975963999982924,100.0
8,fitness_proportionate_selection,2,0.3,hard,50,0.39979956000039235,100.0
8,fitness_proportionate_selection,2,0.4,easy,50,0.08634256000004825,100.0
8,fitness_proportionate_selection,2,0.4,hard,50,0.5148975399998744,100.0
8,fitness_proportionate_selection,2,0.5,easy,50,0.08459920000008424,100.0
8,fitness_proportionate_selection,2,0.5,hard,50,0.4548410799998965,100.0
8,fitness_proportionate_selection,2,0.6,easy,50,0.11014408000002732,100.0
8,fitness_proportionate_selection,2,0.6,hard,50,1.0279083199999877,100.0
8,fitness_proportionate_selection,2,0.7,easy,50,0.11913096000011138,100.0
8,fitness_proportionate_selection,2,0.7,hard,50,1.2334567600001174,100.0
8,fitness_proportionate_selection,2,0.8,easy,50,0.14086744000029283,100.0
8,fitness_proportionate_selection,2,0.8,hard,50,2.768135059999622,100.0
8,fitness_proportionate_selection,3,0.01,easy,50,0.7149772800001665,100.0
8,fitness_proportionate_selection,3,0.01,hard,50,4.440678842104669,76.0
8,fitness_proportionate_selection,3,0.05,easy,50,0.4307343399999081,100.0
8,fitness_proportionate_selection,3,0.05,hard,50,1.3153769555561465,90.0
8,fitness_proportionate_selection,3,0.1,easy,50,0.12635943999979646,100.0
8,fitness_proportionate_selection,3,0.1,hard,50,3.7239803400008533,100.0
8,fitness_proportionate_selection,3,0.2,easy,50,0.14867020000019693,100.0
8,fitness_proportionate_selection,3,0.2,hard,50,1.3459963200001221,100.0
8,fitness_proportionate_selection,3,0.3,easy,50,0.0893156599997019,100.0
8,fitness_proportionate_selection,3,0.3,hard,50,0.5127284000000509,100.0
8,fitness_proportionate_selection,3,0.4,easy,50,0.06643384000082733,100.0
8,fitness_proportionate_selection,3,0.4,hard,50,0.3527263599995058,100.0
8,fitness_proportionate_selection,3,0.5,easy,50,0.056815000000206055,100.0
8,fitness_proportionate_selection,3,0.5,hard,50,0.41548474000024727,100.0
8,fitness_proportionate_selection,3,0.6,easy,50,0.060282420000294226,100.0
8,fitness_proportionate_selection,3,0.6,hard,50,0.3191254599996319,100.0
8,fitness_proportionate_selection,3,0.7,easy,50,0.0743322199996328,100.0
8,fitness_proportionate_selection,3,0.7,hard,50,0.5079174599994439,100.0
8,fitness_proportionate_selection,3,0.8,easy,50,0.05789834000053815,100.0
8,fitness_proportionate_selection,3,0.8,hard,50,0.8157511199990404,100.0
8,fitness_proportionate_selection,4,0.01,easy,50,0.5581127400005061,100.0
8,fitness_proportionate_selection,4,0.01,hard,50,2.7496799705883914,68.0
8,fitness_proportionate_selection,4,0.05,easy,50,0.15855935999992654,100.0
8,fitness_proportionate_selection,4,0.05,hard,50,2.917897733333262,90.0
8,fitness_proportionate_selection,4,0.1,easy,50,0.11211431999981869,100.0
8,fitness_proportionate_selection,4,0.1,hard,50,2.6742328163267564,98.0
8,fitness_proportionate_selection,4,0.2,easy,50,0.11664552000002004,100.0
8,fitness_proportionate_selection,4,0.2,hard,50,0.8848049599998922,100.0
8,fitness_proportionate_selection,4,0.3,easy,50,0.07994002000021283,100.0
8,fitness_proportionate_selection,4,0.3,hard,50,0.6587188800002332,100.0
8,fitness_proportionate_selection,4,0.4,easy,50,0.05308672000071965,100.0
8,fitness_proportionate_selection,4,0.4,hard,50,0.3541698799998267,100.0
8,fitness_proportionate_selection,4,0.5,easy,50,0.047184419999830425,100.0
8,fitness_proportionate_selection,4,0.5,hard,50,0.22433702000009362,100.0
8,fitness_proportionate_selection,4,0.6,easy,50,0.06378330000021379,100.0
8,fitness_proportionate_selection,4,0.6,hard,50,0.3708589400004712,100.0
8,fitness_proportionate_selection,4,0.7,easy,50,0.0423681200001738,100.0
8,fitness_proportionate_selection,4,0.7,hard,50,0.2941297000000486,100.0
8,fitness_proportionate_selection,4,0.8,easy,50,0.07203913999939687,100.0
8,fitness_proportionate_selection,4,0.8,hard,50,0.39070668000000297,100.0
8,simple_sort,1,0.01,easy,50,0.7662458749993675,80.0
8,simple_sort,1,0.01,hard,50,0.7953017500021815,8.0
8,simple_sort,1,0.05,easy,50,0.14686197999995784,100.0
8,simple_sort,1,0.05,hard,50,1.6374804705868455,34.0
8,simple_sort,1,0.1,easy,50,0.1062862999997742,100.0
8,simple_sort,1,0.1,hard,50,1.7447685945953708,74.0
8,simple_sort,1,0.2,easy,50,0.07957344000024022,100.0
8,simple_sort,1,0.2,hard,50,1.4034335799999826,100.0
8,simple_sort,1,0.3,easy,50,0.048699139999371255,100.0
8,simple_sort,1,0.3,hard,50,0.3749629799998365,100.0
8,simple_sort,1,0.4,easy,50,0.040910199999052564,100.0
8,simple_sort,1,0.4,hard,50,0.45198425999944447,100.0
8,simple_sort,1,0.5,easy,50,0.05692611999984365,100.0
8,simple_sort,1,0.5,hard,50,0.48304426000089734,100.0
8,simple_sort,1,0.6,easy,50,0.08695176000008359,100.0
8,simple_sort,1,0.6,hard,50,1.3187200199993094,100.0
8,simple_sort,1,0.7,easy,50,0.11704408000077819,100.0
8,simple_sort,1,0.7,hard,50,2.5577438749998387,96.0
8,simple_sort,1,0.8,easy,50,0.17887116000056266,100.0
8,simple_sort,1,0.8,hard,50,3.7799408000001375,90.0
8,simple_sort,2,0.01,easy,50,0.7918810344826539,57.99999999999999
8,simple_sort,2,0.01,hard,50,0.7792234615369055,26.0
8,simple_sort,2,0.05,easy,50,0.4450004400002945,100.0
8,simple_sort,2,0.05,hard,50,2.036914642857872,56.00000000000001
8,simple_sort,2,0.1,easy,50,0.08914108000011765,100.0
8,simple_sort,2,0.1,hard,50,1.2350327419354148,62.0
8,simple_sort,2,0.2,easy,50,0.05009492000026512,100.0
8,simple_sort,2,0.2,hard,50,2.3829983333329436,90.0
8,simple_sort,2,0.3,easy,50,0.03662268000014592,100.0
8,simple_sort,2,0.3,hard,50,1.0625969999996596,100.0
8,simple_sort,2,0.4,easy,50,0.12949871999953758,100.0
8,simple_sort,2,0.4,hard,50,0.5893589600008272,100.0
8,simple_sort,2,0.5,easy,50,0.03430882000000565,100.0
8,simple_sort,2,0.5,hard,50,0.38221625999940445,100.0
8,simple_sort,2,0.6,easy,50,0.04635351999982959,100.0
8,simple_sort,2,0.6,hard,50,0.18736999999950057,100.0
8,simple_sort,2,0.7,easy,50,0.03577789999981178,100.0
8,simple_sort,2,0.7,hard,50,0.26479208000018845,100.0
8,simple_sort,2,0.8,easy,50,0.06774824000007357,100.0
8,simple_sort,2,0.8,hard,50,0.35355103999958376,100.0
8,simple_sort,3,0.01,easy,50,1.4865286774194477,62.0
8,simple_sort,3,0.01,hard,50,0.9702355333327433,30.0
8,simple_sort,3,0.05,easy,50,0.46194447999994737,100.0
8,simple_sort,3,0.05,hard,50,2.6741705789467423,38.0
8,simple_sort,3,0.1,easy,50,0.1310769799994887,100.0
8,simple_sort,3,0.1,hard,50,1.115845800000534,60.0
8,simple_sort,3,0.2,easy,50,0.05537758000005852,100.0
8,simple_sort,3,0.2,hard,50,2.7326366666677333,72.0
8,simple_sort,3,0.3,easy,50,0.03355039999951259,100.0
8,simple_sort,3,0.3,hard,50,1.8638163111116026,90.0
8,simple_sort,3,0.4,easy,50,0.03583712000021478,100.0
8,simple_sort,3,0.4,hard,50,1.5512385799999173,100.0
8,simple_sort,3,0.5,easy,50,0.026879080000217073,100.0
8,simple_sort,3,0.5,hard,50,0.4244610600001761,100.0
8,simple_sort,3,0.6,easy,50,0.029453379999176833,100.0
8,simple_sort,3,0.6,hard,50,0.2111528599995654,100.0
8,simple_sort,3,0.7,easy,50,0.02234004000070854,100.0
8,simple_sort,3,0.7,hard,50,0.21197311999989324,100.0
8,simple_sort,3,0.8,easy,50,0.028818880000471836,100.0
8,simple_sort,3,0.8,hard,50,0.1685135799998534,100.0
8,simple_sort,4,0.01,easy,50,0.19555894285669118,70.0
8,simple_sort,4,0.01,hard,50,0.6305097499989643,8.0
8,simple_sort,4,0.05,easy,50,0.8077543469385555,98.0
8,simple_sort,4,0.05,hard,50,2.001961866667504,60.0
8,simple_sort,4,0.1,easy,50,0.1917085000006773,100.0
8,simple_sort,4,0.1,hard,50,0.6168882790694032,86.0
8,simple_sort,4,0.2,easy,50,0.0818220408167393,98.0
8,simple_sort,4,0.2,hard,50,3.2682335757578556,66.0
8,simple_sort,4,0.3,easy,50,0.04528328000029433,100.0
8,simple_sort,4,0.3,hard,50,1.8833350697669355,86.0
8,simple_sort,4,0.4,easy,50,0.027216280000429832,100.0
8,simple_sort,4,0.4,hard,50,1.0750705208333784,96.0
8,simple_sort,4,0.5,easy,50,0.03119920000084676,100.0
8,simple_sort,4,0.5,hard,50,0.9331059199997981,100.0
8,simple_sort,4,0.6,easy,50,0.024250340000144206,100.0
8,simple_sort,4,0.6,hard,50,0.47677350000056323,100.0
8,simple_sort,4,0.7,easy,50,0.02703846000091289,100.0
8,simple_sort,4,0.7,hard,50,0.2758421999993152,100.0
8,simple_sort,4,0.8,easy,50,0.027708899999124695,100.0
8,simple_sort,4,0.8,hard,50,0.20625592000025791,100.0
9,fitness_proportionate_selection,1,0.01,easy,50,0.45215669999975944,100.0
9,fitness_proportionate_selection,1,0.01,hard,50,2.383898933334179,60.0
9,fitness_proportionate_selection,1,0.05,easy,50,0.18268162000138546,100.0
9,fitness_proportionate_selection,1,0.05,hard,50,1.5570396304346619,92.0
9,fitness_proportionate_selection,1,0.1,easy,50,0.11470075999968685,100.0
9,fitness_proportionate_selection,1,0.1,hard,50,0.9150282999998308,100.0
9,fitness_proportionate_selection,1,0.2,easy,50,0.09673396000027423,100.0
9,fitness_proportionate_selection,1,0.2,hard,50,0.7156938199994329,100.0
9,fitness_proportionate_selection,1,0.3,easy,50,0.09627096000011079,100.0
9,fitness_proportionate_selection,1,0.3,hard,50,0.6550449799998023,100.0
9,fitness_proportionate_selection,1,0.4,easy,50,0.1515254000008281,100.0
9,fitness_proportionate_selection,1,0.4,hard,50,1.3737751200002095,100.0
9,fitness_proportionate_selection,1,0.5,easy,50,0.13128952000086427,100.0
9,fitness_proportionate_selection,1,0.5,hard,50,2.670890079998935,100.0
9,fitness_proportionate_selection,1,0.6,easy,50,0.2690889400002197,100.0
9,fitness_proportionate_selection,1,0.6,hard,50,4.791636372092864,86.0
9,fitness_proportionate_selection,1,0.7,easy,50,0.39732446000009075,100.0
9,fitness_proportionate_selection,1,0.7,hard,50,7.241011974358862,78.0
9,fitness_proportionate_selection,1,0.8,easy,50,0.4983952999998291,100.0
9,fitness_proportionate_selection,1,0.8,hard,50,7.929714789472775,38.0
9,fitness_proportionate_selection,2,0.01,easy,50,0.8498931399997673,100.0
9,fitness_proportionate_selection,2,0.01,hard,50,2.2943231333330107,90.0
9,fitness_proportionate_selection,2,0.05,easy,50,0.33919693999996525,100.0
9,fitness_proportionate_selection,2,0.05,hard,50,4.763107589743763,78.0
9,fitness_proportionate_selection,2,0.1,easy,50,0.15286455999987084,100.0
9,fitness_proportionate_selection,2,0.1,hard,50,2.0828311224484386,98.0
9,fitness_proportionate_selection,2,0.2,easy,50,0.1044598799997766,100.0
9,fitness_proportionate_selection,2,0.2,hard,50,1.0498955200001365,100.0
9,fitness_proportionate_selection,2,0.3,easy,50,0.08791851999980281,100.0
9,fitness_proportionate_selection,2,0.3,hard,50,0.48732854000030784,100.0
9,fitness_proportionate_selection,2,0.4,easy,50,0.08284862000029534,100.0
9,fitness_proportionate_selection,2,0.4,hard,50,0.44585194000042977,100.0
9,fitness_proportionate_selection,2,0.5,easy,50,0.0929363000000012,100.0
9,fitness_proportionate_selection,2,0.5,hard,50,0.5879534799991234,100.0
